lat,lon,zoom,title,content,image,attribution,alt_text
31.778889,35.225556,12,True Cross Found - Jerusalem 1099,True Cross found and enclosed in Gold in 1099 in Jersusalem,45Gustave_dore_crusades_the_discovery_of_the_true_cross.jpg,This work is in the public domain in its country of origin and other countries and areas where the copyright term is the author's life plus 100 years or fewer.,
48.0077,0.1984,12,Birth of Henry II - Le Mans 1133,"Henry II was born in Le Mans, Maine in France on March 5, 1133. (Jones, 18)",media/Le_Mans_1.jpg,,Cathedral of St. Julien in Le Mans
54.894722,-2.938611,12,Knighted by King David I - Carlisle Cathedral 1149,"Henry II was knighted by his uncle, King David I of Scotland, in Carlisle Cathedral in 1149.","media/Carlisle_Cathedral_Exterior,_Cumbria,_UK_-_Diliff.jpg","By Diliff - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=33672644","Carlisle Cathedral in Carlisle, Cumbria, England"
51.399,-1.395,12,William Marshall Held Hostage as Child,William Marshall was held as a hostage by King Stephen at 5 years of age.,46William_Marshal_arms.png,"Zacwill16, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
46.5803,0.3493,12,"Marriage to Eleanor of Aquitaine - Poitiers, France on May 18, 1152","Henry II married Eleanor of Aquitaine in Poitiers, France on May 18, 1152. (Jones, 33)",media/Église_Notre-Dame_la_Grande_de_Poitiers_–_dessin.jpg,"Hubert Clerget (1818-1899), Public domain, via Wikimedia Commons","The Église Notre-Dame la Grande, Poitiers, France"
51.494722,-0.135278,12,"Coronation of Henry II - Westminster Abbey December 19, 1154","Henry II was crowned King at Westminster Abbey on December 19, 1154. (Jones, 45)",media/Winkles's_architectural_and_picturesque_illustrations_of_the_cathedral_churches_of_England_and_Wales_(1836)_(14803779723).jpg,"Winkles, Benjamin;Garland, Robert, Architect;Moule, Thomas, 1784-1851, No restrictions, via Wikimedia Commons",West Minster Cathedral
49.4878,0.4544,12,William Marshal Trains with William de Tancarville  - 1159,"William Marshalled trained in 1159 with his mother's cousin, William de Tancarville, chamberlain of Normandy, to become a knight at the age of 13.","47Château_de_Tancarville,_Seine-Maritime.jpg","John Sell Cotman, Public domain, via Wikimedia Commons",
51.2797,1.0831,12,"Becket Appointed Archbishop -  June 2, 1161. ","Henry II appointed friend and advisor Thomas Becket as Archbishop of Canterbury on June 2, 1161. (Jones, 61)","media/Canterbury_Cathedral_Rood_Screen,_Kent,_UK_-_Diliff.jpg","Diliff, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
51.070833,-1.741667,12,"Constitutions of Clarendon - the Palace of Clarendon, Wiltshire, on January 29, 1164. ","Henry II attempted to curb the Catholic Church’s power through the Constitutions of Clarendon at the Palace of Clarendon, Wiltshire, on January 29, 1164. (Jones, 56)","media/Ruins_of_Clarendon_Palace_in_Wiltshire,_England.jpg","By Jim Linwood - originally posted to Flickr as The Ruins Of Clarendon Palace, Wiltshire.Uploaded using F2ComButton, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=6447114",Ruins of Clarendon Palace
49.73,1.44,12,William Marshall Knighted - Neufchatel-en-Bray in 1166.,"William Marshall was knighted, fought valiantly, yet lost his war horse at Neufchatel-en-Bray in 1166.","48Memorial_to_William_Marshal,_Earl_of_Pembroke.jpg","Andrewrabbott, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
48.1436,0.1694,12,William Marshall Gets Some Horses - Sainte-Jamme north of Le Mans later in 1166,William Marshall  siezes two hostages and gets many war horses and smaller horses for a valuable knight in the tournament at Sainte-Jamme north of Le Mans later in 1166,49Statue_Of_William_Marshal.jpg,"Poupipouw, CC0, via Wikimedia Commons",
53.23529,-0.54095,12,William Loses His Most Beloved Horse - 1166,"William Marshall had his beloved destrier horse taken in a tournament, a slight he remembered for years not long after his wins in 1166.",50Codex_Manesse_(Herzog)_von_Anhalt.jpg,"Master of the Codex Manesse, Public domain, via Wikimedia Commons",
51.069722,-1.795,12,William Joinis His Uncle's Mesne -  Salisbury England from 1167-1168.,William returns to England to join his uncle Patrick's mesne in Salisbury England from 1167-1168.,51Matthew_Paris_-_William_Marshal2.jpg,"Matthew Paris, Public domain, via Wikimedia Commons",
46.58,0.34,12,Revolt is Crushed in Poitiers - Poitiers 1168,"William, Patrick, Henry II and Eleanor crush a revolt by burning and raiding in Poitiers and the surrounding countryside in 1168.",52_960px-Braun_Poitiers_UBHD.jpg,"Georg Braun; Frans Hogenberg, Public domain, via Wikimedia Commons",
46.4356,0.1236,12,William Marshal is Captured and Earl Patrick Murdered,"William, Earl Patrick Eleanor and the rest of the mesne are set up on by guy and Geoffrey. Eleanor is sent back to the castle while uncle Earl Patrick is murdered , William gives a good account of himself, but is stabbed through the thigh completely and taken prisoner.",53France_location_map-Regions_and_departements-2016.svg.png,"Superbenjamin, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
51.499444,-0.1275,12,"Eleanor Escorts Young Henry to Coronation - Westminster, London in 1170","In Westminster, London in 1170, William accompanied Eleanor back to London for her son's coronation as Young Henry.","54_601px-Coronation_of_Henry_the_Young_King_-_Becket_Leaves_(c.1220-1240),_f._3r_-_BL_Loan_MS_88_3.jpg","See page for author, Public domain, via Wikimedia Commons",
51.499444,-0.1275,12,"First Coronation of the Young King -  Westminster, 14 June 1170",Young King Henry was coronated on 14 June 1170 at Westminster.,"media/Coronation_of_Henry_the_Young_King_-_Becket_Leaves_(c.1220-1240),_f._3r_-_BL_Loan_MS_88_3.jpg","Unknown author, Public domain, via Wikimedia Commons",
51.507222,-0.1275,12,"William Marshal Appointed Royal Tutor -  London, England by June 1170","In London, England by June 1170, William Marshal was appointed head tutor and trainer of Young King Henry.",55Effigy_of_William_Marshall_-_52052671403.jpg,"-JvL-, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
48.5194,-0.7564,12,"Henry II Nearly Dies at Domfront - Domfront, Normandy in the fall of 1170","In Domfront, Normandy in the fall of 1170, Henry II nearly died while Young Henry and William Marshal were in England.",56HenryIIGospels.jpg,"See page for author, Public domain, via Wikimedia Commons",
51.2797,1.0831,12,"Murder of Thomas Becket - Canterbury Cathedral on December 29, 1170","Thomas Becket was murdered by four knights in Canterbury Cathedral on December 29, 1170, believing they acted on Henry II’s wishes. (Jones, 73?)",media/Canterbury_Cathedral_-_geograph.org.uk_-_3829028.jpg,"Canterbury Cathedral by Peter Trimming, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",Transept of Martyrdom in Canterbury Cathedral
52.256667,-7.129167,12,"Henry II Lands in Ireland - Waterford, Ireland in 1171.","Henry II's Irish campaign begins with his landing at Waterford, Ireland in 1171. (Jones, 73)","media/Reginald_Tower_and_Quay,_Waterford._County_Waterford,_Ireland-LCCN2002717443.jpg","Unknown author, Public domain, via Wikimedia Commons","Reginald's Tower and surrounding old town of Waterford, site of Henry's landing for his Irish Campaign"
49.2794,-0.7028,12,"Henry II Holds Court at Bayeux -  Bayeux, France in December 1171","In Bayeux, France in December 1171, Henry II held court.",57BayeuxTapestryScene22.jpg,"Image on web site of Ulrich Harsh., Public domain, via Wikimedia Commons",
50.805833,-1.087222,12,"Henry II Returns to England -  England in 1172,","In England in 1172, Henry II returned from abroad.",58Henry_II_Illumination.jpg,"Gerald of Wales, Public domain, via Wikimedia Commons",
48.686,1.353,12,Compromise of Avranches -  Avranches Cathedral in 1172,"Henry II was absolved from Becket’s death and pledged troops to the Crusade at the Compromise of Avranches in 1172. (Jones, 74)",media/Historical_image_of_Avranches_and_church_Notre-Dame_des_Champs.jpg,"Tangopaso, Public domain, via Wikimedia Commons",City of Avaranches and its Cathedral
51.060556,-1.313056,12,Young King Henry Weds - Winchester Cathedral on 27 August 1172,Young King Henry weds the infante Marguerite at Winchester Cathedral on 27 August 1172 ,59Margaret_of_France_(1197).jpg,"See page for author, Public domain, via Wikimedia Commons",
51.060556,-1.313056,12,"Second Coronation of the Young King - Winchester Cathedral August 27, 1172",Henry the Young King was coronated a second time at Winchester Cathedral with Queen Margaret of France.,media/WinCath30Je6-4836wiki.jpg,"WyrdLight.com, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons",Winchester Cathedral in the morning
45.8353,1.2625,12,"Young John Receives Castles from Henry II - Limoges, France on February 25, 1173","In Limoges, France on February 25, 1173, King Henry II granted his 5-year-old son John the castles of Chinon, Loudun, and Mirebeau.",60Chinon_-_Château_vu_depuis_la_plage.jpg,"Benjamin Smith, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
47.1678,0.2436,12,Young Henry Flees Chinon to Rebel - Chinon at Christmas 1173,"In Chinon at Christmas 1173, Young Henry secretly fled at night with his brothers and knights to rebel against Henry II.",61Henry_the_Young-Plantagenet.jpg,"See page for author, Public domain, via Wikimedia Commons",
46.582778,0.3425,12,Revolt of Henry the Young King - Poitiers 1173,"Henry the Young King rebelled against Henry II, joining Louis VII of France; Eleanor and her sons Richard and Geoffrey also joined the revolt in Poitiers. (Jones, 77)",media/Poitiers_Palais_de_justice.jpg,"Remi Jouan, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",Palace of Poitiers
47.168056,0.236111,12,Eleanor Captured in Disguise - Chinon Palace 1173,Eleanor was captured crossing France disguised as a man and imprisoned in Chinon Palace.,media/Château_de_Chinon_vu_de_la_Vienne.jpg,"By Franck Badaire - Fonds documentaire du Conseil Général d'Indre-et-Loire, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=14521344",Chateau de Chinon
49.442778,1.088611,12,Failed Rebel Attack on Vexin -  Vexin in the summer of 1173,Rebels attacked Vexin in the summer of 1173 without success.,media/Paysage_Vexin_France_2.jpg,"Siine.eu, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",adow and woods in the vexin
49.9592,3.0106,12,Rebels Take Driencourt - Driencourt in June and July of 1173,The rebels successfully seized Driencourt in June and July of 1173.,media/Driencourt_Cassini.jpg,"Cassini, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
49.7714,1.7531,12,Rebels Capture Aumale - Aumale in June and July of 1173,The rebels successfully seized Aumale in June and July of 1173.,media/Siège_d’Aumale_(1196).jpg,"Unknown 14th-c. French artist, Public domain, via Wikimedia Commons",
48.7394,0.9286,12,Henry II Lifts Siege of Verneuil - Verneuil July of 1173,Henry II successfully lifts the siege of Verneuil and slaughters the rebel rear guard in July of 1173.,media/5809315742_b8125e98ed_z.jpg,"Unknown, Public domain, via Wikimedia Commons",Siege of Verneiul
55.64162,-2.28196,12,Scots Attack Wark -  Wark in June,Scots allied to the rebels attacked Wark in June.,media/The_keep_at_Wark_Castle_-_geograph.org.uk_-_271091.jpg,"By Walter Baxter, CC BY-SA 2.0, https://commons.wikimedia.org/w/index.php?curid=12300689",Wark Castle Keep
55.3447,-1.6105,12,Failed Scottish Assault on Warkworth -  Warkworth in June 1173,"Scots allied to the rebels attacked Warkworth in June 1173, but failed.",media/Warkworth_Castle_-_geograph.org.uk_-_1775044.jpg,hayley green / Warkworth Castle,Warkworth Castle
54.978,-1.6102,12,Scottish Raids near Newcastle - Newcastle-upon-Tyne during June of 1173,Scots pillaged the countryside around Newcastle-upon-Tyne during June of 1173.,media/IMG_20250421_203036781_HDR.jpg,Jared S. Ogle,New Castle Keep
49.279903,1.772975,12,Peace Talks Collapse at Gisors - Gisors,"Henry II sued for peace at Gisors, but Robert Earl of Leicester disrupted negotiations with vulgar outbursts.",media/Château_de_Gisors_(Eure).jpg,"Gi.bareau, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",Chateau Gisors
52.22207,1.34342,12,Flemish Mercenaries Land at Framlingham - Framlingham September 1173,"In September 1173, Hugh Bigod enlisted Flemish mercenaries who landed at Framlingham.",media/Framlingham_Castle_-_geograph.org.uk_-_4625404.jpg,"Framlingham Castle by Geographer, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",Framlingham Castle from Across the River Ore
52.2775,1.631111,12,Civilians Repel Mercenaries at Dunwich - Dunwich later in 1173,Women and children pelted the Flemish mercenaries with rocks at Dunwich later in 1173.,media/Stone_bridge_in_Dunwich_Wood_-_geograph.org.uk_-_3582342.jpg,"Stone bridge in Dunwich Wood by David Hillas, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",Stone Bridge in Dunwich
52.2767,0.6915,12,Battle of Fornham - Fornham near Bury St. Edmunds,"At Fornham near Bury St. Edmunds, loyalist forces defeated the rebels; many drowned in the fenland bogs.",media/Riverlark_3766.jpg,"By Bogbumper - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=6426325",Soldiers were caught at River Lark
54.961,-1.849,12,Defense of Prudhoe Castle - Prudhoe Castle in 1173,"William’s forces attacked Prudhoe Castle in 1173, but the Umfraville family successfully defended it. Prudhoe remained the only Northumbrian castle never to fall to the Scots.",media/20250422_111814.jpg,By Jared S. Ogle,Prudhoe Castle across Lake.
54.89726,-2.941936,12,Siege of Carlisle Castle - Carlisle Castle from 1173-1174,"William the Lion besieged Carlisle Castle from 1173-1174, another important fortress near the Scottish border, but he was unable to capture it. The failure to take Carlisle weakened his campaign and maintained English control over a critical border stronghold.","media/The_Keep,_Carlisle_Castle_-_geograph.org.uk_-_1087564.jpg","Bill Henderson / The Keep, Carlisle Castle",Carlisle Castle Keep
49.7714,1.7531,12,Young Henry Seizes Aumale Castle - Aumale Castle in June 1174,"At Aumale Castle in June 1174, Young Henry invaded Normandy and seized the fortress.","62Scarborough_Castle_keep,_2007.jpg","Stephen Montgomery from Kallangur, Australia, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
49.73,1.44,12,"Neufchâtel-en-Bray Captured, Flemish Support Lost - Neufchâtel-en-Bray in June 1174","At Neufchâtel-en-Bray in June 1174, Young Henry captured the castle but lost Flemish support when a commander was killed.",63Neufchatel_church.jpg,"Dickeybird, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
49.6711,-1.2633,12,"Henry II Departs from Barfleur - Barfleur on July 7, 1174","At Barfleur on July 7, 1174, Henry II set sail while Young Henry waited for favorable winds.",64Le_port_de_Barfleur.jpg,"JackyM59, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
50.9025,-1.404167,12,"Henry II Lands at Southampton -  Southampton on July 9, 1174,","At Southampton on July 9, 1174, Henry II landed in England.",65Southampton_-_mur_medieval_02.JPG,"Christophe.Finot, CC BY-SA 2.5 <https://creativecommons.org/licenses/by-sa/2.5>, via Wikimedia Commons",
51.2797,1.0831,12,"Henry II Performs Penance at Canterbury - Canterbury Cathedral on July 12, 1174","At Canterbury Cathedral on July 12, 1174, Henry II visited Becket's shrine and submitted to a public flogging for atonement.",66Canterbury-cathedral-wyrdlight.jpg,"Antony McCallum: Who is the uploader, photographer, full copyright owner and proprietor of WyrdLight.com, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
55.4158,-1.7062,12,Battle of Alnwick - Alnwick Castle on 13 July 1174,William the Lion was captured near Alnwick Castle on 13 July 1174 by English forces under Ranulf de Glanvill. His capture ended the Scottish invasion and forced William to negotiate with Henry II.,media/20250423_132710.jpg,Jared S. Ogle / Alnwick Castle,Alnwick Castle
49.442778,1.088611,12,"Siege of Rouen Relieved by Henry II - Rouen, France on August 11, 1174","At Rouen, France on August 11, 1174, Young Henry besieged the city, but it was relieved by Henry II.",67Rouen_mosaique.png,"Foulques1996, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
49.2794,-0.7028,12,"Princes Reaffirm Loyalty at Bayeux - Bayeux, France in mid-1174","In Bayeux, France in mid-1174, Young Henry and his brothers reaffirmed their oath to King Henry II.",68_960px-Bayeux_centre.jpg,"Mairie de Bayeux, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
47.393611,0.689167,12,"Peace Treaty Signed at Tours - Tours on September 30, 1174","In Tours on September 30, 1174, a peace treaty was signed granting Young Henry money and lands.","69Henry_II,_Plantagenet_Empire.png","Cartedaos (talk) 01:46, 14 September 2008 (UTC), CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
48.8932,-0.2039,12,Treaty of Falaise - December 1174,"After King William I of Scotland was captured by Henry II during the Battle of Alnwick(December 1174), the treaty forced Scotland to recognize Henry as feudal overlord. Key Scottish castles were handed over to England, and Scotland became a vassal state.",media/Chateau_de_Falaise_2008.jpg,"Viault, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",Chateau of Falaise
46.58,0.34,12,Young Henry and Marshal Settle in Poitiers - Poitiers during summer 1176,"In Poitiers during summer 1176, Young Henry and William Marshal began living independently from the king.",70Poitiers_hill.jpg,"Vermario at English Wikipedia, Public domain, via Wikimedia Commons",
46.766667,1.6,12,"Military Raids in Berry - Berry, east of Poitiers during summer 1177","In Berry, east of Poitiers during summer 1177, Young Henry and Marshal led military forays into the region.",71Arms_of_Charles_de_Berry.svg.png,"Carlodangio, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
48.8572,1.4392,12,Standoff at Anet and Sorel Border - On the border of Anet and Sorel in the late 1170s,"On the border of Anet and Sorel in the late 1170s, Young Henry and Marshal faced down a cavalry force that rode straight through them.",72Anet_eglise.JPG,unknown,
49,4,12,"Marshal Crowned Champion at Pluers Tournament - Pluers, Champagne in the late 1170s","In Pluers, Champagne in the late 1170s, Marshal attended his first tournament alone and was named best knight.",73_500px-Peraldus_Knight.jpg,"Guilelmus Peraldus, Summa de virtutibus et vitiis, Public domain, via Wikimedia Commons",
50.0481,1.4206,12,"Marshal Captures Knights at Eu -  Eu, Normandy on  the border with Picardy in the late 1170s","In Eu, Normandy on  the border with Picardy in the late 1170s, Marshal captured 10 knights and 12 horses.",74Crécy_-_Grandes_Chroniques_de_France.jpg,"See page for author, Public domain, via Wikimedia Commons",
48.6114,1.675,12,Marshal Defends Honor and Horse at Épernon - Épernon in the late 1170s,"In Épernon in the late 1170s, Marshal was invited to Count Theobald's home before a tournament; he later caught and beat a thief who tried to steal his horse, but asked for leniency.",75Statue_Of_William_Marshal.jpg,"Poupipouw, CC0, via Wikimedia Commons",
51.06243,-1.32054,12,"Return to England for Easter at Winchester - Winchester Castle,","At Winchester Castle, Young Henry and Marshal returned to England for Easter after three years abroad.",76Winchester_Cathedral_Nave_(49862562142).jpg,"Michael D Beckwith from England, CC0, via Wikimedia Commons",
48.456,1.484,12,Philip II Falls Ill After Boar Hunt - Chartres in summer 1179,"Near Chartres in summer 1179, Philip II became ill after getting lost during a boar hunt.","77_960px-37-svaghi,_caccia,Taccuino_Sanitatis,_Casanatense_4182..jpg","unknown master, Public domain, via Wikimedia Commons",
51.28,1.08,12,Louis VII Pilgrimage to Canterbury - Canterbury in August 1179,"At Canterbury in August 1179, Louis VII visited Becket’s shrine to pray for his son’s health and met Henry II.",78_960px-Louis_VII_ristiretki.png,"Bibliothèque nationale de France, Public domain, via Wikimedia Commons",
49.2628,4.0347,12,Philip II's Coronation Attended by Young Henry - Reims in November 1179,"At Reims in November 1179, Young Henry and Marshal attended Philip’s coronation with 200 knights.",79_960px-Sacre_de_Philippe_Auguste.jpg,"Bibliothèque nationale de France, Public domain, via Wikimedia Commons",
48.8788,2.7075,12,"Tournament of 3,000 Knights at Lagny-sur-Marne - Lagny-sur-Marne in November 1179","At Lagny-sur-Marne in November 1179, the largest tournament in Europe was held with 3,000 knights; Young Henry, Marshal, and 200 knights represented England.",80Blason_Lagny-sur-Marne_77.svg.png,"See page for author, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
48.8567,2.3522,12,Death of King Louis VII - Paris in September 1180,"In Paris in September 1180, King Louis VII died.",81Louis_7.jpg,"Natalis de Wailly (1805-1886), Public domain, via Wikimedia Commons",
45.183333,0.716667,12,"Siege of Puy-St-Front -  Puy-St-Front in Périgord on July 1, 1182","At Puy-St-Front in Périgord on July 1, 1182, the town came under siege.",82Tour.Puy.Saint.Front.Perigueux.png,unknown,
45.8353,1.2625,12,Young Henry Honored in Limoges - Limoges in summer 1182,"In Limoges in summer 1182, Young Henry, now seen as a noble figure, visited the Abbey of St. Martial and gifted them a cloak marked 'Rex Henricus.'",83Saint-Martial_sur_plan_de_Limoges.jpg,"Jean Fayen et Maurice Bouguereau, Public domain, via Wikimedia Commons",
51.512222,-0.163333,12,"Accusation of Affair Against Marshal - fall 1182,","At an unknown location in fall 1182, five knights accused William Marshal of an affair with Queen Margaret.",84Margaret_of_France_(1197).jpg,"See page for author, Public domain, via Wikimedia Commons",
48.8567,2.3522,12,"Queen Margaret Sent to Paris - Paris, France in fall 1182","In Paris, France in fall 1182, Queen Margaret was sent away.",85Palais_de_la_Cite.jpg,"Limbourg Brothers, Public domain, via Wikimedia Commons",
49.4814,1.7247,12,Final Tournament with Young Henry and Marshal - Gournay and Ressons later in 1182,"Between Gournay and Ressons later in 1182, Young Henry and Marshal attended their final tournament together in visible tension.",86Codex_Manesse_(Herzog)_von_Anhalt.jpg,"Master of the Codex Manesse, Public domain, via Wikimedia Commons",
49.181389,-0.363611,12,Marshal Omitted from Royal Proclamations - Cistercian abbey near Fontevraud,"At a Cistercian abbey near Fontevraud, Young Henry issued proclamations omitting William Marshal’s name.",87Coat_of_arms_of_the_Cistercian_Order.svg.png,"Tardigradius, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
48.0077,0.1984,12,"Marshal Challenges Accusers at Caen Court - Caen, Normandy in December 1182","At the royal court in Caen, Normandy in December 1182, Marshal appeared unexpectedly and offered trial by combat to clear his name; instead, he was banished.",88Chato_porte_des_champs.jpg,"Urban, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
47.1831,0.0506,12,"Young Henry Pledges Fealty at Le Mans - Le Mans in late December 1182,","In Le Mans in late December 1182, Young Henry pledged fealty to King Henry II and confessed to Richard that he was conspiring with Aquitanian dukes.",89Street_Le_Mans_2009_SK.jpg,"Simon Koopmann, CC BY-SA 3.0 DE <https://creativecommons.org/licenses/by-sa/3.0/de/deed.en>, via Wikimedia Commons",
50.7461,2.2617,12,Philip of Flanders Courts Marshal for Team - St. Omer in early 1183,"At St. Omer in early 1183, William was approached by Philip of Flanders with an offer to join his tournament team.",90Bruges_basilica_Philip_of_Flanders.JPG,"Ad Meskens, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
45.8353,1.2625,12,Richard Besieges Limoges - Limoges in April 1183,"At Limoges in April 1183, Richard besieged the city where Young Henry and his allies were entrenched.",91Limoges_bridge_Saint_Martial.JPG,"Traumrune, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
44.8003,1.6186,12,Young Henry Sacks Rocamadour Shrine - Rocamadour in mid-1183,"At Rocamadour in mid-1183, Young Henry sacked the shrine for funds.",92ViergeNoire.jpg,unknown,
43.733889,3.368889,12,Young Henry Pillages Grandmont Priory - Grandmont Priory in mid-1184,"At Grandmont Priory in mid-1184, Young Henry looted the monastery.",93_960px-Prieuré_de_Grandmont.jpg," Daniel VILLAFRUELA, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
45,0.666667,12,"Death of Young Henry at Martel - Martel, France on June 11, 1183","At Martel, France on June 11, 1183, Young Henry died of dysentery.",94Vue_de_Martel_par_le_Sud_Est.JPG,"Pierre-Yves Redon (Pikendorf), Public domain, via Wikimedia Commons",
43.733889,3.368889,12,"Young Henry’s Organs Buried at Grandmont - Grandmont Priory in late 1183,","At Grandmont Priory in late 1183, his organs were interred there, despite his earlier desecration.",95Grandmont_capital6.JPG,"GFreihalter, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
48.0077,0.1984,12,Young Henry Entombed at Le Mans -  Le Mans in late 1184,"At Le Mans in late 1184, Young Henry was buried in a lead coffin.",96Organ_in_the_cathedral.JPG,"Leon petrosyan, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
49.442778,1.088611,12,Young Henry’s Remains Moved to Rouen -  Rouen in late 1185,"At Rouen in late 1185, his body was exhumed and reburied.",97_960px-Cathédrale_de_Rouen_vue_de_l'Opéra.jpeg,"Philippe Roudaut, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
49.4814,1.7247,12,Marshal Requests Pilgrimage and Royal Grant - 1183,"At an unknown location in 1183, William Marshal sought royal permission for a pilgrimage and a 100-pound grant.",98_500px-Chaucer_knight.jpg,"Text by Geoffrey Chaucer, illustrations by unknown artists (probably 3), Public domain, via Wikimedia Commons",
51.387,-1.408,12,Marshal Visits Family in England - England during midsummer 1183,"In England during midsummer 1183, Marshal visited family and settled his affairs.",99Castle_an_Dinas_midsummer_bonfire_2009.jpg,"Talskiddy at English Wikipedia, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
31.778889,35.225556,12,Marshal Departs for Jerusalem -  Jerusalem in September 1183,"In Jerusalem in September 1183, Marshal set out to fulfill a vow made on behalf of Young Henry.",100Combat_deuxième_croisade.jpg,"anonymus, Public domain, via Wikimedia Commons",
31.778333,35.229722,12,Marshal Fulfills Vow at Holy Sepulchre -  Church of the Holy Sepulchre,"At the Church of the Holy Sepulchre, Marshal fulfilled his duty as a crusader.","101_960px-Golgota,_chrám_Božího_hrobu,_Jeruzalém.jpg","I, Ondřej Žváček, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
44.9378,1.6097,12,Death of Young King Henry - Quercy 11 June 1183,Henry the Young King dies from dysentery while revolting on 11 June 1183 at Martel in Quercy.,media/Vue_de_Martel_par_le_Sud_Est.jpg,"By Pierre-Yves Redon (Pikendorf) - Own work, Public Domain, https://commons.wikimedia.org/w/index.php?curid=6688438",View of Martel
36.2,37.16,12,Saladin Captures Aleppo - Aleppo in June 1183,"At Aleppo in June 1183, Saladin seized the city.",102_500px-Saladin_the_Victorious.jpg,"Gustave Doré, Public domain, via Wikimedia Commons",
51.483333,-0.604167,12,Eleanor visit Windsor -  Christmas 1184,Eleanor's detainment loosens. She attend Christmas court at Windsor for Christmas 1184.,103Windsor_Castle_Upper_Ward_Quadrangle_Corrected_2-_Nov_2006.jpg,unknown,
48.88,0.17,12,Eleanor visits Normandy. - Normandy,Eleanor visits Normandy.,104Mont_Saint_Michel_bordercropped.jpg,unknown,
48.8567,2.3522,12,"Geoffrey Plantagenant falls from Horse and is trampled in tournament. - Paris August 19, 1186 ","Geoffrey Plantagenant falls from Horse and is trampled in tournament August 19, 1186 dying in Paris.",105Geoffrey_II_of_Brittany.jpg,"AnonymousUnknown author, Public domain, via Wikimedia Commons",
47.2181,-1.5528,12,Geoffrey's son Arthur of Brittany is Born - 29 March 1187 in Nantes,Geoffrey's son Arthur of Brittany is Born 29 March 1187 in Nantes.,106Prince_Arthur_and_Hubert_de_Burgh.jpg,"William Frederick Yeames, Public domain, via Wikimedia Commons",
